purpose,role,flop,probe_file,preflop,flop_actions_pre,action_type,action_name,betsize,betsize_by_pot,is_allin,total_frequency,total_ev,total_combos
boundary_or_bb_oop,BB,qhjd9c,drill_QhJd9c_SRP_flop_btn_v_bb.json,F-F-F-R2.6-F-C,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.0196,0.0,23.079482674598694
srp_btn_cbet,BTN,4s4d2c,btn_cbet_4s4d2c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.4331,0.0,509.2880115509033
srp_btn_cbet,BTN,4s4d2c,btn_cbet_4s4d2c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.5669,0.0,666.7119884490967
srp_btn_cbet,BTN,7s4d2c,btn_cbet_7s4d2c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.6679,0.0,785.4784684181213
srp_btn_cbet,BTN,7s4d2c,btn_cbet_7s4d2c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.3321,0.0,390.52149653434753
srp_btn_cbet,BTN,8s5d3c,btn_cbet_8s5d3c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.6654,0.0,782.4849185943604
srp_btn_cbet,BTN,8s5d3c,btn_cbet_8s5d3c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.3346,0.0,393.5150463581085
srp_btn_cbet,BTN,8s6d3h,btn_cbet_8s6d3h.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.6732,0.0,791.7176299095154
srp_btn_cbet,BTN,8s6d3h,btn_cbet_8s6d3h.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.3268,0.0,384.28240513801575
srp_btn_cbet,BTN,9s6d3c,btn_cbet_9s6d3c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.6728,0.0,791.2232494354248
srp_btn_cbet,BTN,9s6d3c,btn_cbet_9s6d3c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.3272,0.0,384.77671551704407
srp_btn_cbet,BTN,9s7d5c,btn_cbet_9s7d5c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.6915,0.0,813.2124910354614
srp_btn_cbet,BTN,9s7d5c,btn_cbet_9s7d5c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.3085,0.0,362.78747391700745
srp_btn_cbet,BTN,9s8d6c,btn_cbet_9s8d6c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.7318,0.0,860.541588306427
srp_btn_cbet,BTN,9s8d6c,btn_cbet_9s8d6c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.2682,0.0,315.458411693573
srp_btn_cbet,BTN,9s8d7c,btn_cbet_9s8d7c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5158,0.0,606.5920844078064
srp_btn_cbet,BTN,9s8d7c,btn_cbet_9s8d7c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4842,0.0,569.4079155921936
srp_btn_cbet,BTN,as9d4c,btn_cbet_as9d4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5175,0.0,608.5547461509705
srp_btn_cbet,BTN,as9d4c,btn_cbet_as9d4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4825,0.0,567.4452188014984
srp_btn_cbet,BTN,astd4c,btn_cbet_astd4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5144,0.0,604.9688930511475
srp_btn_cbet,BTN,astd4c,btn_cbet_astd4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4856,0.0,571.0311069488525
srp_btn_cbet,BTN,astd9c,btn_cbet_astd9c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5614,0.0,660.195671081543
srp_btn_cbet,BTN,astd9c,btn_cbet_astd9c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4386,0.0,515.8043639659882
srp_btn_cbet,BTN,js7s3h,btn_cbet_js7s3h.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.7208,0.0,847.697018623352
srp_btn_cbet,BTN,js7s3h,btn_cbet_js7s3h.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.2792,0.0,328.3029463291168
srp_btn_cbet,BTN,jstc4s,btn_cbet_jstc4s.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5591,0.0,657.4457015991211
srp_btn_cbet,BTN,jstc4s,btn_cbet_jstc4s.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4409,0.0,518.55433344841
srp_btn_cbet,BTN,jsts4h,btn_cbet_jsts4h.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5609,0.0,659.6126203536987
srp_btn_cbet,BTN,jsts4h,btn_cbet_jsts4h.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4391,0.0,516.3873796463013
srp_btn_cbet,BTN,jsts4s,btn_cbet_jsts4s.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.6576,0.0,773.3269987106323
srp_btn_cbet,BTN,jsts4s,btn_cbet_jsts4s.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.3424,0.0,402.6730012893677
srp_btn_cbet,BTN,kh9c5d,btn_cbet_kh9c5d.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5401,0.0,635.1156578063965
srp_btn_cbet,BTN,kh9c5d,btn_cbet_kh9c5d.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4599,0.0,540.8843071460724
srp_btn_cbet,BTN,ks8d2c,btn_cbet_ks8d2c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.5016,0.0,589.9027304649353
srp_btn_cbet,BTN,ks8d2c,btn_cbet_ks8d2c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.4984,0.0,586.0972344875336
srp_btn_cbet,BTN,ks9d4c,btn_cbet_ks9d4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.523,0.0,615.0107116699219
srp_btn_cbet,BTN,ks9d4c,btn_cbet_ks9d4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.477,0.0,560.989253282547
srp_btn_cbet,BTN,kskd4c,btn_cbet_kskd4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.567,0.0,666.8324117660522
srp_btn_cbet,BTN,kskd4c,btn_cbet_kskd4c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.433,0.0,509.16758823394775
srp_btn_cbet,BTN,kskd9c,btn_cbet_kskd9c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.6661,0.0,783.3904066085815
srp_btn_cbet,BTN,kskd9c,btn_cbet_kskd9c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,1.9,0.3333333333333333333333333333,False,0.3339,0.0,392.60959339141846
srp_btn_cbet,BTN,qhjd9c,btn_cbet_qhjd9c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",CHECK,CHECK,0,,False,0.7927,0.0,932.2731599807739
srp_btn_cbet,BTN,qhjd9c,btn_cbet_qhjd9c.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '5.700'}",RAISE,BET,6.5,1.140350877192982456140350877,False,0.2073,0.0,243.72680497169495
srp_bb_defense,BB,4s4d2c,bb_def_4s4d2c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.3271,0.0,322.6445275303246
srp_bb_defense,BB,4s4d2c,bb_def_4s4d2c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.4528,0.0,446.71856392633515
srp_bb_defense,BB,4s4d2c,bb_def_4s4d2c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,5,0.3263157894736842105263157895,False,0.2201,0.0,217.15201092981488
srp_bb_defense,BB,7s4d2c,bb_def_7s4d2c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.5658,0.0,646.7405730404527
srp_bb_defense,BB,7s4d2c,bb_def_7s4d2c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.3546,0.0,405.3060069975269
srp_bb_defense,BB,7s4d2c,bb_def_7s4d2c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,RAISE,17.8,0.6042780748663101604278074866,False,0.0796,0.0,91.0149869179029
srp_bb_defense,BB,8s5d3c,bb_def_8s5d3c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.576,0.0,605.9080764659531
srp_bb_defense,BB,8s5d3c,bb_def_8s5d3c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.3409,0.0,358.5686857714002
srp_bb_defense,BB,8s5d3c,bb_def_8s5d3c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,RAISE,17.8,0.6042780748663101604278074866,False,0.0832,0.0,87.47182255332206
srp_bb_defense,BB,8s6d3h,bb_def_8s6d3h_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.5642,0.0,635.0784319144053
srp_bb_defense,BB,8s6d3h,bb_def_8s6d3h_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.3681,0.0,414.33378243304617
srp_bb_defense,BB,8s6d3h,bb_def_8s6d3h_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,RAISE,17.8,0.6042780748663101604278074866,False,0.0676,0.0,76.12674042489381
srp_bb_defense,BB,9s6d3c,bb_def_9s6d3c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.5682,0.0,641.0695789534622
srp_bb_defense,BB,9s6d3c,bb_def_9s6d3c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.3604,0.0,406.6219824563783
srp_bb_defense,BB,9s6d3c,bb_def_9s6d3c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,RAISE,17.8,0.6042780748663101604278074866,False,0.0714,0.0,80.51489169223451
srp_bb_defense,BB,9s7d5c,bb_def_9s7d5c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.5823,0.0,656.7700988249799
srp_bb_defense,BB,9s7d5c,bb_def_9s7d5c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.3421,0.0,385.8410371040883
srp_bb_defense,BB,9s7d5c,bb_def_9s7d5c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,RAISE,17.8,0.6042780748663101604278074866,False,0.0757,0.0,85.36764957133582
srp_bb_defense,BB,9s8d6c,bb_def_9s8d6c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.5871,0.0,672.2540655910225
srp_bb_defense,BB,9s8d6c,bb_def_9s8d6c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.3661,0.0,419.20329675308494
srp_bb_defense,BB,9s8d6c,bb_def_9s8d6c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,RAISE,17.8,0.6042780748663101604278074866,False,0.0468,0.0,53.621598676325284
srp_bb_defense,BB,9s8d7c,bb_def_9s8d7c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.273,0.0,301.8631589040161
srp_bb_defense,BB,9s8d7c,bb_def_9s8d7c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6173,0.0,682.5140199207789
srp_bb_defense,BB,9s8d7c,bb_def_9s8d7c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,5,0.3263157894736842105263157895,False,0.1096,0.0,121.21408107805065
srp_bb_defense,BB,as9d4c,bb_def_as9d4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.288,0.0,320.7919174728934
srp_bb_defense,BB,as9d4c,bb_def_as9d4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6479,0.0,721.7657453158539
srp_bb_defense,BB,as9d4c,bb_def_as9d4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0641,0.0,71.46320065455458
srp_bb_defense,BB,astd4c,bb_def_astd4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.2835,0.0,320.73808176284336
srp_bb_defense,BB,astd4c,bb_def_astd4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6527,0.0,738.4086129939661
srp_bb_defense,BB,astd4c,bb_def_astd4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0638,0.0,72.23629001202673
srp_bb_defense,BB,astd9c,bb_def_astd9c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.2983,0.0,336.9209643942216
srp_bb_defense,BB,astd9c,bb_def_astd9c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6531,0.0,737.6066894909941
srp_bb_defense,BB,astd9c,bb_def_astd9c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0486,0.0,54.93951088852295
srp_bb_defense,BB,js7s3h,bb_def_js7s3h_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.5695,0.0,647.5279671160511
srp_bb_defense,BB,js7s3h,bb_def_js7s3h_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.4165,0.0,473.51128614493314
srp_bb_defense,BB,js7s3h,bb_def_js7s3h_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,ALLIN,97.4,4.860962566844919786096256684,True,0.014,0.0,15.955506703757884
srp_bb_defense,BB,jstc4s,bb_def_jstc4s_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.2899,0.0,339.2887746424585
srp_bb_defense,BB,jstc4s,bb_def_jstc4s_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6308,0.0,738.3434394645715
srp_bb_defense,BB,jstc4s,bb_def_jstc4s_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0794,0.0,92.89641384388136
srp_bb_defense,BB,jsts4h,bb_def_jsts4h_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.2909,0.0,339.5486318486665
srp_bb_defense,BB,jsts4h,bb_def_jsts4h_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6245,0.0,728.8822206034753
srp_bb_defense,BB,jsts4h,bb_def_jsts4h_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0845,0.0,98.6272345461861
srp_bb_defense,BB,jsts4s,bb_def_jsts4s_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.3044,0.0,354.9942355396155
srp_bb_defense,BB,jsts4s,bb_def_jsts4s_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6159,0.0,718.2544733123547
srp_bb_defense,BB,jsts4s,bb_def_jsts4s_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,5,0.3263157894736842105263157895,False,0.0797,0.0,92.94705644523879
srp_bb_defense,BB,kh9c5d,bb_def_kh9c5d_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.2904,0.0,324.7563474208083
srp_bb_defense,BB,kh9c5d,bb_def_kh9c5d_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6553,0.0,732.7181443175765
srp_bb_defense,BB,kh9c5d,bb_def_kh9c5d_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0543,0.0,60.69011389771822
srp_bb_defense,BB,ks8d2c,bb_def_ks8d2c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.289,0.0,322.8208929134919
srp_bb_defense,BB,ks8d2c,bb_def_ks8d2c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6524,0.0,728.6810589409096
srp_bb_defense,BB,ks8d2c,bb_def_ks8d2c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0586,0.0,65.41980824850936
srp_bb_defense,BB,ks9d4c,bb_def_ks9d4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.291,0.0,328.0096927178847
srp_bb_defense,BB,ks9d4c,bb_def_ks9d4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.6533,0.0,736.4980621197824
srp_bb_defense,BB,ks9d4c,bb_def_ks9d4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,10.3,0.8842105263157894736842105263,False,0.0557,0.0,62.817928589828725
srp_bb_defense,BB,kskd4c,bb_def_kskd4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.3045,0.0,349.7858112603401
srp_bb_defense,BB,kskd4c,bb_def_kskd4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.5286,0.0,607.2022046953738
srp_bb_defense,BB,kskd4c,bb_def_kskd4c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,5,0.3263157894736842105263157895,False,0.1669,0.0,191.65554659000912
srp_bb_defense,BB,kskd9c,bb_def_kskd9c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",FOLD,FOLD,0,,False,0.3172,0.0,367.0174993934053
srp_bb_defense,BB,kskd9c,bb_def_kskd9c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",CALL,CALL,1.9,,False,0.5796,0.0,670.553800437593
srp_bb_defense,BB,kskd9c,bb_def_kskd9c_R1.9.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '7.600'}",RAISE,RAISE,5,0.3263157894736842105263157895,False,0.1032,0.0,119.35158213904427
srp_bb_defense,BB,qhjd9c,bb_def_qhjd9c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",FOLD,FOLD,0,,False,0.593,0.0,683.6768272080615
srp_bb_defense,BB,qhjd9c,bb_def_qhjd9c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",CALL,CALL,6.5,,False,0.3843,0.0,443.0111925506424
srp_bb_defense,BB,qhjd9c,bb_def_qhjd9c_R6.5.json,,"{'type': 'FLOP', 'start_pot': '5.700', 'end_pot': '12.200'}",RAISE,RAISE,17.8,0.6042780748663101604278074866,False,0.0228,0.0,26.232492519162513
3bp_or_4bp_first,BB,4s4d2c,3BP_BTN_BB_4s4d2c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.8276,0.0,973.2074146270752
3bp_or_4bp_first,BB,4s4d2c,3BP_BTN_BB_4s4d2c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,BET,12.1,0.5377777777777777777777777778,False,0.1724,0.0,202.79256784915924
3bp_or_4bp_first,BB,7s4d2c,3BP_BTN_BB_7s4d2c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.7061,0.0,830.3224854469299
3bp_or_4bp_first,BB,7s4d2c,3BP_BTN_BB_7s4d2c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,BET,12.1,0.5377777777777777777777777778,False,0.2939,0.0,345.67751455307007
3bp_or_4bp_first,BB,8s5d3c,3BP_BTN_BB_8s5d3c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.7029,0.0,826.6143865585327
3bp_or_4bp_first,BB,8s5d3c,3BP_BTN_BB_8s5d3c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,BET,4.5,0.2,False,0.2971,0.0,349.3856134414673
3bp_or_4bp_first,BB,8s6d3h,3BP_BTN_BB_8s6d3h.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9197,0.0,1081.5335855484009
3bp_or_4bp_first,BB,8s6d3h,3BP_BTN_BB_8s6d3h.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0803,0.0,94.4664232134819
3bp_or_4bp_first,BB,9s6d3c,3BP_BTN_BB_9s6d3c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9555,0.0,1123.643895149231
3bp_or_4bp_first,BB,9s6d3c,3BP_BTN_BB_9s6d3c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0445,0.0,52.35608294606209
3bp_or_4bp_first,BB,9s7d5c,3BP_BTN_BB_9s7d5c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.7988,0.0,939.3874583244324
3bp_or_4bp_first,BB,9s7d5c,3BP_BTN_BB_9s7d5c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,BET,12.1,0.5377777777777777777777777778,False,0.2012,0.0,236.6125591993332
3bp_or_4bp_first,BB,9s8d6c,3BP_BTN_BB_9s8d6c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9356,0.0,1100.2245740890503
3bp_or_4bp_first,BB,9s8d6c,3BP_BTN_BB_9s8d6c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0644,0.0,75.77543467283249
