equity_bucket,mv_simple,board_family,dv_cat,median,iqr,count,pred_band,confidence
weak_hands,ace_high,paired,no_draw,0.5347,0.5934,872,pure_mix,LOW
weak_hands,ace_high,paired,twocards_bdfd,0.4111,0.6992,249,pure_mix,LOW
weak_hands,king_high,dry_high,gutshot,0.6556500000000001,0.5344500000000001,164,lean_bet,LOW
weak_hands,king_high,dry_high,no_draw,0.55245,0.468925,452,pure_mix,LOW
weak_hands,king_high,dry_high,oesd,0.0024,0.5003000000000001,143,almost_check,LOW
weak_hands,king_high,dry_high,onecard_bdfd,0.8564,0.21352499999999996,60,almost_bet,MED
weak_hands,king_high,dry_high,twocards_bdfd,0.5988,0.41605,540,pure_mix,LOW
weak_hands,king_high,dynamic,gutshot,0.6456500000000001,0.3994499999999999,496,lean_bet,LOW
weak_hands,king_high,dynamic,no_draw,0.139,0.6859999999999999,189,almost_check,LOW
weak_hands,king_high,dynamic,oesd,0.6038,0.6508999999999999,233,lean_bet,LOW
weak_hands,king_high,dynamic,twocards_bdfd,0.2106,0.49049999999999994,173,lean_check,LOW
weak_hands,king_high,dynamic_2tone,gutshot,0.4987,0.16859999999999997,37,pure_mix,MED
weak_hands,king_high,dynamic_2tone,oesd,0.5269999999999999,0.4979,86,pure_mix,LOW
weak_hands,king_high,low_dry,no_draw,0.599,0.23940000000000006,121,pure_mix,MED
weak_hands,king_high,low_dry,twocards_bdfd,0.6035,0.44389999999999996,113,lean_bet,LOW
weak_hands,king_high,monotone,combo_draw,0.0186,0.1315,33,almost_check,MED
weak_hands,king_high,monotone,flush_draw,0.2269,0.5182000000000001,39,lean_check,LOW
weak_hands,king_high,paired,no_draw,0.6747,0.37900000000000006,281,lean_bet,LOW
weak_hands,king_high,paired,twocards_bdfd,0.6014,0.43560000000000004,237,lean_bet,LOW
weak_hands,no_made,dry_high,combo_draw,0.0112,0.49360000000000004,109,almost_check,LOW
weak_hands,no_made,dry_high,flush_draw,0.6613,0.8229,205,lean_bet,LOW
