equity_bucket,mv_simple,board_family,dv_cat,median,count,q25,q75,iqr,pred_3,confidence
trash_hands,weak_pair,dry_high,oesd,0.001,32,0.00027499999999999996,0.0012499999999999998,0.0009749999999999998,LOW,HIGH
trash_hands,weak_pair,dynamic,gutshot,0.0002,472,0.0,0.025925,0.025925,LOW,HIGH
trash_hands,weak_pair,dynamic,no_draw,0.0003,4260,0.0,0.03215,0.03215,LOW,HIGH
trash_hands,weak_pair,dynamic,oesd,0.049,167,0.0002,0.48524999999999996,0.48505,LOW,LOW
trash_hands,weak_pair,dynamic_2tone,no_draw,0.008,75,0.001,0.1029,0.1019,LOW,MED
trash_hands,weak_pair,dynamic_2tone,onecard_bdfd,0.3188,69,0.0061,0.6643,0.6582,MIX,LOW
trash_hands,weak_pair,low_dry,no_draw,0.24085,66,0.00445,0.4727,0.46825,LOW,LOW
trash_hands,weak_pair,monotone,flush_draw,0.0009,57,0.0,0.0704,0.0704,LOW,HIGH
trash_hands,weak_pair,monotone,no_draw,0.0006,483,0.0001,0.0992,0.0991,LOW,HIGH
trash_hands,weak_pair,paired,no_draw,0.0001,126,0.0,0.0001,0.0001,LOW,HIGH
weak_hands,2P_plus,dynamic,no_draw,0.0001,498,0.0001,0.01035,0.01025,LOW,HIGH
weak_hands,2P_plus,monotone,no_draw,0.0001,197,0.0001,0.0002,0.0001,LOW,HIGH
weak_hands,2P_plus,paired,no_draw,0.0014,50,0.0004,0.0015,0.0011,LOW,HIGH
weak_hands,ace_high,dry_high,gutshot,0.0057,304,0.0002,0.443825,0.44362500000000005,LOW,LOW
weak_hands,ace_high,dry_high,no_draw,0.3972,1468,0.0281,0.6819999999999999,0.6538999999999999,MIX,LOW
weak_hands,ace_high,dry_high,nut_flush_draw,0.0111,85,0.0004,0.9759,0.9755,LOW,LOW
weak_hands,ace_high,dry_high,onecard_bdfd,0.534,219,0.2523,0.8351,0.5828,MIX,LOW
weak_hands,ace_high,dry_high,twocards_bdfd,0.26975,748,0.064975,0.6147750000000001,0.5498000000000001,MIX,LOW
weak_hands,ace_high,dynamic,gutshot,0.44455,1012,0.21747499999999997,0.9002,0.682725,MIX,LOW
weak_hands,ace_high,dynamic,no_draw,0.1667,549,0.0036,0.4285,0.4249,LOW,LOW
weak_hands,ace_high,dynamic,oesd,0.3963,368,0.161025,0.69815,0.5371250000000001,MIX,LOW
weak_hands,ace_high,dynamic,twocards_bdfd,0.0129,131,0.0010500000000000002,0.14429999999999998,0.14325,LOW,MED
weak_hands,ace_high,dynamic_2tone,gutshot,0.5106,70,0.3381,0.703,0.36489999999999995,MIX,LOW
weak_hands,ace_high,dynamic_2tone,oesd,0.5007,87,0.2487,0.7277,0.479,MIX,LOW
weak_hands,ace_high,low_dry,no_draw,0.1619,307,0.0276,0.46595,0.43834999999999996,LOW,LOW
weak_hands,ace_high,low_dry,twocards_bdfd,0.2095,81,0.0656,0.6859,0.6203,LOW,LOW
weak_hands,ace_high,monotone,flush_draw,0.0642,146,0.0008,0.4272,0.4264,LOW,LOW
weak_hands,ace_high,monotone,gutshot,0.1346,63,0.0379,0.2212,0.18330000000000002,LOW,MED
weak_hands,ace_high,monotone,nut_flush_draw,0.6277,65,0.0069,0.9387,0.9318,MIX,LOW
weak_hands,ace_high,paired,no_draw,0.5347,872,0.2308,0.8242,0.5934,MIX,LOW
weak_hands,ace_high,paired,twocards_bdfd,0.4111,249,0.1464,0.8456,0.6992,MIX,LOW
weak_hands,king_high,dry_high,gutshot,0.6556500000000001,164,0.390725,0.9251750000000001,0.5344500000000001,MIX,LOW
weak_hands,king_high,dry_high,no_draw,0.55245,452,0.26677500000000004,0.7357,0.468925,MIX,LOW
weak_hands,king_high,dry_high,oesd,0.0024,143,0.001,0.5013000000000001,0.5003000000000001,LOW,LOW
weak_hands,king_high,dry_high,onecard_bdfd,0.8564,60,0.7013,0.914825,0.21352499999999996,HIGH,MED
weak_hands,king_high,dry_high,twocards_bdfd,0.5988,540,0.3572,0.77325,0.41605,MIX,LOW
weak_hands,king_high,dynamic,gutshot,0.6456500000000001,496,0.4197,0.8191499999999999,0.3994499999999999,MIX,LOW
weak_hands,king_high,dynamic,no_draw,0.139,189,0.0441,0.7301,0.6859999999999999,LOW,LOW
weak_hands,king_high,dynamic,oesd,0.6038,233,0.2054,0.8563,0.6508999999999999,MIX,LOW
weak_hands,king_high,dynamic,twocards_bdfd,0.2106,173,0.0382,0.5287,0.49049999999999994,LOW,LOW
weak_hands,king_high,dynamic_2tone,gutshot,0.4987,37,0.3869,0.5555,0.16859999999999997,MIX,MED
weak_hands,king_high,dynamic_2tone,oesd,0.5269999999999999,86,0.2742,0.7721,0.4979,MIX,LOW
weak_hands,king_high,low_dry,no_draw,0.599,121,0.4638,0.7032,0.23940000000000006,MIX,MED
weak_hands,king_high,low_dry,twocards_bdfd,0.6035,113,0.4042,0.8481,0.44389999999999996,MIX,LOW
weak_hands,king_high,monotone,combo_draw,0.0186,33,0.0001,0.1316,0.1315,LOW,MED
weak_hands,king_high,monotone,flush_draw,0.2269,39,0.0015,0.5197,0.5182000000000001,LOW,LOW
weak_hands,king_high,paired,no_draw,0.6747,281,0.4241,0.8031,0.37900000000000006,MIX,LOW
weak_hands,king_high,paired,twocards_bdfd,0.6014,237,0.3635,0.7991,0.43560000000000004,MIX,LOW
weak_hands,no_made,dry_high,combo_draw,0.0112,109,0.0002,0.4938,0.49360000000000004,LOW,LOW
weak_hands,no_made,dry_high,flush_draw,0.6613,205,0.1024,0.9253,0.8229,MIX,LOW
weak_hands,no_made,dry_high,gutshot,0.5954,765,0.422,0.8044,0.3824,MIX,LOW
weak_hands,no_made,dry_high,no_draw,0.7365,169,0.6071,0.8265,0.21940000000000004,MIX,MED
weak_hands,no_made,dry_high,oesd,0.1799,370,0.02475,0.5951249999999999,0.5703749999999999,LOW,LOW
weak_hands,no_made,dry_high,onecard_bdfd,0.7139,109,0.6282,0.7929,0.16470000000000007,MIX,MED
weak_hands,no_made,dry_high,twocards_bdfd,0.6606,1207,0.4497,0.83905,0.38935,MIX,LOW
weak_hands,no_made,dynamic,combo_draw,0.047299999999999995,64,0.001975,0.8815,0.879525,LOW,LOW
weak_hands,no_made,dynamic,gutshot,0.5266,531,0.2489,0.79655,0.54765,MIX,LOW
weak_hands,no_made,dynamic,no_draw,0.583,55,0.52385,0.7261,0.20224999999999993,MIX,MED
weak_hands,no_made,dynamic,oesd,0.5366500000000001,228,0.151925,0.90185,0.7499250000000001,MIX,LOW
weak_hands,no_made,dynamic,twocards_bdfd,0.5052,229,0.3307,0.6028,0.2721,MIX,MED
weak_hands,no_made,dynamic_2tone,oesd,0.5125,71,0.4177,0.6172,0.19949999999999996,MIX,MED
weak_hands,no_made,low_dry,no_draw,0.6217,125,0.4815,0.7021,0.22059999999999996,MIX,MED
weak_hands,no_made,low_dry,twocards_bdfd,0.6910000000000001,190,0.50925,0.82725,0.31800000000000006,MIX,LOW
weak_hands,no_made,monotone,combo_draw,0.21450000000000002,96,0.0015249999999999999,0.71845,0.716925,LOW,LOW
weak_hands,no_made,monotone,flush_draw,0.0001,105,0.0001,0.0993,0.0992,LOW,HIGH
weak_hands,no_made,monotone,gutshot,0.336,38,0.2591,0.4283,0.16920000000000002,MIX,MED
weak_hands,no_made,monotone,oesd,0.2356,132,0.00195,0.4141,0.41215,LOW,LOW
weak_hands,no_made,paired,gutshot,0.305,142,0.2284,0.9564,0.728,MIX,LOW
weak_hands,no_made,paired,no_draw,0.8831,337,0.5658,0.9994,0.4336,HIGH,LOW
weak_hands,no_made,paired,twocards_bdfd,0.7675,716,0.546625,0.913775,0.36715,HIGH,LOW
weak_hands,overpair,dynamic,gutshot,0.1585,95,0.0037500000000000003,0.3822,0.37845,LOW,LOW
weak_hands,overpair,dynamic,no_draw,0.145,313,0.038,0.7461,0.7081,LOW,LOW
weak_hands,overpair,low_dry,no_draw,0.45765,36,0.32532500000000003,0.5206500000000001,0.19532500000000003,MIX,MED
weak_hands,overpair,paired,no_draw,0.0002,30,0.0002,0.000575,0.000375,LOW,HIGH
weak_hands,second_pair,dry_high,gutshot,0.0002,77,0.0001,0.0081,0.008,LOW,HIGH
weak_hands,second_pair,dry_high,no_draw,0.0002,2301,0.0001,0.0457,0.045599999999999995,LOW,HIGH
weak_hands,second_pair,dry_high,twocards_bdfd,0.44055,120,0.24925,0.733675,0.484425,MIX,LOW
weak_hands,second_pair,dynamic,gutshot,0.0008,260,0.0001,0.156025,0.155925,LOW,MED
weak_hands,second_pair,dynamic,no_draw,0.0191,1069,0.0002,0.7925,0.7923,LOW,LOW
weak_hands,second_pair,dynamic,oesd,0.06714999999999999,104,0.0015,0.70265,0.70115,LOW,LOW
weak_hands,second_pair,dynamic,twocards_bdfd,0.7398,31,0.5419499999999999,0.84785,0.30590000000000006,MIX,LOW
weak_hands,second_pair,dynamic_2tone,no_draw,0.1881,50,0.0507,0.266,0.21530000000000002,LOW,MED
weak_hands,second_pair,monotone,no_draw,0.0011,733,0.0001,0.155,0.1549,LOW,MED
weak_hands,second_pair,paired,no_draw,0.0001,110,0.0001,0.0003,0.00019999999999999998,LOW,HIGH
weak_hands,third_pair,dry_high,flush_draw,0.0,39,0.0,0.0017,0.0017,LOW,HIGH
weak_hands,third_pair,dry_high,gutshot,0.0002,184,0.0001,0.0025,0.0024000000000000002,LOW,HIGH
weak_hands,third_pair,dry_high,no_draw,0.0005,2665,0.0001,0.1263,0.1262,LOW,MED
weak_hands,third_pair,dry_high,oesd,0.011,53,0.0004,0.0195,0.0191,LOW,HIGH
weak_hands,third_pair,dry_high,onecard_bdfd,0.526,38,0.02685,0.8203,0.79345,MIX,LOW
weak_hands,third_pair,dry_high,twocards_bdfd,0.40985,122,0.048850000000000005,0.8855999999999999,0.8367499999999999,MIX,LOW
weak_hands,third_pair,dynamic,gutshot,0.0002,429,0.0,0.0022,0.0022,LOW,HIGH
weak_hands,third_pair,dynamic,no_draw,0.0008,1210,0.0,0.248,0.248,LOW,MED
weak_hands,third_pair,dynamic,oesd,0.0,102,0.0,0.06455,0.06455,LOW,HIGH
weak_hands,third_pair,dynamic,twocards_bdfd,0.16049999999999998,126,0.003525,0.460125,0.4566,LOW,LOW
weak_hands,third_pair,dynamic_2tone,no_draw,0.0499,38,0.0401,0.0594,0.019300000000000005,LOW,HIGH
weak_hands,third_pair,dynamic_2tone,onecard_bdfd,0.1033,35,0.015200000000000002,0.28495000000000004,0.26975000000000005,LOW,MED
weak_hands,third_pair,low_dry,no_draw,0.0004,65,0.0003,0.0009,0.0006000000000000001,LOW,HIGH
weak_hands,third_pair,monotone,flush_draw,0.0003,142,2.5e-05,0.0012749999999999999,0.0012499999999999998,LOW,HIGH
weak_hands,third_pair,monotone,no_draw,0.1222,286,0.0008,0.38915,0.38835,LOW,LOW
weak_hands,third_pair,paired,no_draw,0.8323,233,0.3122,0.9938,0.6816,HIGH,LOW
weak_hands,top_pair,dry_high,no_draw,0.19645,1062,0.002525,0.45840000000000003,0.45587500000000003,LOW,LOW
weak_hands,top_pair,dry_high,twocards_bdfd,0.15089999999999998,130,0.019475,0.4237,0.404225,LOW,LOW
weak_hands,top_pair,dynamic,gutshot,0.0033,169,0.0001,0.1837,0.1836,LOW,MED
weak_hands,top_pair,dynamic,no_draw,0.2453,611,0.0001,0.9763,0.9762,LOW,LOW
weak_hands,top_pair,dynamic,oesd,0.4556,63,0.1469,0.96765,0.82075,MIX,LOW
weak_hands,top_pair,dynamic,twocards_bdfd,0.439,58,0.205125,0.6849500000000001,0.47982500000000006,MIX,LOW
weak_hands,top_pair,low_dry,no_draw,0.2471,81,0.1717,0.3407,0.169,LOW,MED
weak_hands,top_pair,low_dry,twocards_bdfd,0.3054,63,0.2059,0.45704999999999996,0.25115,MIX,MED
weak_hands,top_pair,monotone,no_draw,0.0007,325,0.0,0.0036,0.0036,LOW,HIGH
weak_hands,top_pair,paired,no_draw,0.0001,49,0.0001,0.0001,0.0,LOW,HIGH
weak_hands,weak_pair,dry_high,flush_draw,0.0001,42,0.0,0.001325,0.001325,LOW,HIGH
weak_hands,weak_pair,dry_high,gutshot,0.0,35,0.0,0.0002,0.0002,LOW,HIGH
weak_hands,weak_pair,dry_high,no_draw,0.0299,1220,0.0003,0.4289,0.4286,LOW,LOW
weak_hands,weak_pair,dynamic,gutshot,0.0013,319,0.0002,0.30405,0.30385,LOW,LOW
weak_hands,weak_pair,dynamic,no_draw,0.0003,436,0.0001,0.001,0.0009,LOW,HIGH
weak_hands,weak_pair,dynamic,oesd,0.0001,184,0.0,0.003225,0.003225,LOW,HIGH
weak_hands,weak_pair,monotone,flush_draw,0.0011,103,0.0002,0.2973,0.29710000000000003,LOW,MED
