spot_id,n,primary_size_pot,board_family,street,family,low_bet_freq,mid_bet_freq,high_bet_freq,polar_score,linear_score,spot_type,size_bucket
UTG_BB_KJT_fd,2630,0.33,dynamic_2tone,flop,,0.2555462006079028,0.2369255707762557,0.3436422492401216,0.018620629831647084,0.08809604863221882,linear,small (≤45%)
UTG_BB_KJT_rain,2630,0.33,dynamic,flop,,0.2345358662613982,0.2495600797409,0.34035911854103346,-0.015024213479501808,0.10582325227963527,linear,small (≤45%)
UTG_BB_KK8_rain,2637,0.33,paired,flop,,0.5213485627836612,0.3726412611679101,0.5730022796352584,0.14870730161575108,0.05165371685159725,polarized,small (≤45%)
UTG_BB_Q83_fd,2659,0.33,dry_high,flop,,0.571928978978979,0.46898129781467246,0.6064578947368421,0.10294768116430653,0.0345289157578631,polarized,small (≤45%)
UTG_BB_Q83_rain,2659,0.33,dry_high,flop,,0.582846015037594,0.46744517583194056,0.6204222556390978,0.11540083920565347,0.037576240601503774,polarized,small (≤45%)
UTG_BB_T74_fd,2658,1.156,low_dry,flop,,0.4479900900900901,0.37928246390539533,0.5780338345864662,0.06870762618469478,0.13004374449637607,linear,big (≥85%)
UTG_BB_T74_rain,2658,1.156,low_dry,flop,,0.35645473684210527,0.26419165572301795,0.47629503759398495,0.09226308111908732,0.11984030075187968,linear,big (≥85%)
UTG_BB_T98_fd,2653,0.33,dynamic_2tone,flop,,0.4181599397590362,0.41979601028548585,0.5961436555891239,-0.0016360705264496511,0.17798371583008765,linear,small (≤45%)
UTG_BB_T98_rain,2652,0.33,dynamic,flop,,0.37673087349397594,0.35610513799604754,0.5707390317700455,0.0206257354979284,0.19400815827606954,linear,small (≤45%)
diagnose_Ks7d2c_25,579,0.202,unknown,preflop,,0.8344137931034482,0.7551674090038314,0.8644551724137931,0.07924638409961682,0.030041379310344896,linear,small (≤45%)
